Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
4831607-78.2025.8.08.1400,ES,Não reconhece operação,Genérico,Êxito,Improcedência,12920.7,0.0,1,1,0,0,1,1
5552670-55.2025.8.23.8036,RR,Não reconhece operação,Golpe,Êxito,Improcedência,22477.77,0.0,1,1,0,1,1,0
8890956-67.2025.8.08.3768,ES,Não reconhece operação,Genérico,Êxito,Improcedência,15561.22,0.0,0,1,0,1,1,1
6655679-65.2025.8.20.1902,RN,Não reconhece operação,Golpe,Êxito,Improcedência,19087.53,0.0,1,1,1,1,1,1
1595199-18.2025.8.23.0507,RR,Não reconhece operação,Genérico,Êxito,Improcedência,8997.27,0.0,1,1,1,0,1,1
3710975-14.2025.8.11.3684,MT,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16691.8,4007.77,0,1,1,1,1,1
6413399-73.2025.8.20.3109,RN,Não reconhece operação,Golpe,Êxito,Improcedência,9736.19,0.0,1,1,0,1,1,1
8401806-69.2025.8.08.3222,ES,Não reconhece operação,Genérico,Êxito,Improcedência,16243.72,0.0,1,1,1,1,1,1
9622593-41.2025.8.04.8609,AM,Não reconhece operação,Golpe,Êxito,Improcedência,7531.7,0.0,1,1,1,1,1,0
5177196-80.2025.8.04.5413,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14520.54,13348.6,1,0,0,1,1,0
2766323-77.2025.8.11.4956,MT,Não reconhece operação,Golpe,Não Êxito,Procedência,20358.18,9292.88,1,1,1,1,1,0
3827360-46.2025.8.25.6804,SE,Não reconhece operação,Genérico,Êxito,Improcedência,17668.95,0.0,1,1,1,1,1,1
5826525-32.2025.8.03.6723,AP,Não reconhece operação,Golpe,Êxito,Improcedência,8927.4,0.0,1,1,1,1,1,1
4259726-73.2025.8.11.8641,MT,Não reconhece operação,Golpe,Êxito,Improcedência,5667.12,0.0,1,0,1,1,1,0
2583076-54.2025.8.20.3574,RN,Não reconhece operação,Genérico,Êxito,Extinção,17420.62,0.0,1,1,1,1,1,1
9549146-17.2025.8.06.9390,CE,Não reconhece operação,Golpe,Êxito,Extinção,22740.88,0.0,1,1,1,0,1,1
5774627-79.2025.8.20.3209,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10252.27,2050.45,1,0,0,0,0,1
7873771-48.2025.8.09.7962,GO,Não reconhece operação,Golpe,Êxito,Improcedência,25273.81,0.0,1,1,0,0,1,1
1532039-50.2025.8.23.2463,RR,Não reconhece operação,Golpe,Êxito,Improcedência,14950.33,0.0,0,1,0,1,0,1
8679233-69.2025.8.17.5798,PE,Não reconhece operação,Genérico,Êxito,Improcedência,5371.2,0.0,1,1,0,1,1,1
9115913-37.2025.8.15.3065,PB,Não reconhece operação,Golpe,Êxito,Extinção,7323.21,0.0,1,1,0,1,0,1
3634224-77.2025.8.05.4020,BA,Não reconhece operação,Golpe,Êxito,Extinção,18760.21,0.0,1,1,0,0,0,1
2950045-24.2025.8.11.8273,MT,Não reconhece operação,Genérico,Êxito,Improcedência,15617.96,0.0,1,1,1,1,1,1
7595923-31.2025.8.24.5176,SC,Não reconhece operação,Golpe,Não Êxito,Procedência,22255.21,22255.21,0,1,1,1,1,1
8155262-61.2025.8.01.4426,AC,Não reconhece operação,Genérico,Êxito,Improcedência,9103.19,0.0,1,1,0,1,1,1
6750238-95.2025.8.22.5497,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15563.63,0.0,1,1,0,0,1,0
7502117-87.2025.8.14.1933,PA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,15015.37,8449.08,0,0,1,0,1,1
9938962-59.2025.8.20.6043,RN,Não reconhece operação,Genérico,Êxito,Improcedência,14280.44,0.0,0,1,1,0,0,1
8572354-27.2025.8.16.6728,PR,Não reconhece operação,Genérico,Êxito,Improcedência,13104.8,0.0,1,1,1,1,1,1
7085353-42.2025.8.12.3637,MS,Não reconhece operação,Golpe,Êxito,Improcedência,13202.49,0.0,1,1,1,1,0,0
5994716-52.2025.8.09.6820,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,15839.15,10748.6,1,1,0,0,0,1
8761169-30.2025.8.18.2388,PI,Não reconhece operação,Genérico,Êxito,Extinção,16466.91,0.0,1,1,1,1,0,1
5789376-84.2025.8.03.6628,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16221.53,11463.51,1,1,0,1,1,1
5796311-87.2025.8.17.5268,PE,Não reconhece operação,Golpe,Êxito,Extinção,20899.78,0.0,1,1,0,1,1,1
4682784-86.2025.8.04.1608,AM,Não reconhece operação,Golpe,Não Êxito,Acordo,9087.72,3015.34,0,0,1,1,0,1
7837590-63.2025.8.16.1008,PR,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,6092.56,3782.38,1,0,0,0,1,1
2632718-42.2025.8.18.0226,PI,Não reconhece operação,Genérico,Êxito,Improcedência,19972.27,0.0,1,1,0,1,1,1
5964034-47.2025.8.04.7833,AM,Não reconhece operação,Golpe,Êxito,Improcedência,10352.47,0.0,1,1,1,0,1,1
5669949-51.2025.8.22.3975,RO,Não reconhece operação,Genérico,Êxito,Extinção,13120.17,0.0,1,1,1,0,1,1
5807553-43.2025.8.12.2459,MS,Não reconhece operação,Golpe,Êxito,Improcedência,11978.72,0.0,1,1,0,1,0,1
2488501-34.2025.8.23.2585,RR,Não reconhece operação,Golpe,Não Êxito,Procedência,11873.65,11873.65,0,1,1,1,1,1
2169239-61.2025.8.02.1935,AL,Não reconhece operação,Golpe,Êxito,Improcedência,7826.73,0.0,1,1,1,1,1,1
4868187-79.2025.8.05.1142,BA,Não reconhece operação,Golpe,Êxito,Extinção,12187.61,0.0,1,0,1,1,1,1
8664357-23.2025.8.14.5673,PA,Não reconhece operação,Golpe,Êxito,Extinção,18168.35,0.0,1,1,1,1,1,1
2560488-48.2025.8.06.4759,CE,Não reconhece operação,Genérico,Êxito,Improcedência,14962.9,0.0,1,0,0,0,1,1
1292544-71.2025.8.09.6931,GO,Não reconhece operação,Genérico,Êxito,Extinção,17457.73,0.0,1,0,1,1,1,0
8079851-78.2025.8.16.0350,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,12548.0,4384.23,0,1,0,1,1,1
5420605-50.2025.8.03.1699,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,19412.31,15231.45,1,0,1,0,1,1
5685066-97.2025.8.19.5170,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,12487.74,0.0,1,1,0,0,1,1
5035085-97.2025.8.04.7724,AM,Não reconhece operação,Genérico,Êxito,Extinção,4635.85,0.0,0,1,1,1,1,1
4176746-34.2025.8.05.8631,BA,Não reconhece operação,Genérico,Êxito,Improcedência,16535.81,0.0,1,1,0,1,1,1
3067385-98.2025.8.17.7934,PE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,18747.62,9948.0,0,1,0,1,0,1
6426901-45.2025.8.23.6095,RR,Não reconhece operação,Golpe,Êxito,Improcedência,12238.1,0.0,1,1,1,1,0,1
7701306-19.2025.8.05.5865,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,20866.5,15856.04,1,0,0,1,1,1
2834298-54.2025.8.09.5281,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,10807.99,7087.32,0,1,1,1,1,1
3632147-42.2025.8.25.3059,SE,Não reconhece operação,Golpe,Êxito,Improcedência,18273.34,0.0,1,1,0,1,1,0
1277786-83.2025.8.27.9271,TO,Não reconhece operação,Golpe,Êxito,Improcedência,23543.52,0.0,1,1,0,1,0,1
5173218-62.2025.8.17.4460,PE,Não reconhece operação,Golpe,Êxito,Extinção,15162.43,0.0,1,1,1,1,0,0
2812094-54.2025.8.11.8558,MT,Não reconhece operação,Genérico,Êxito,Improcedência,13870.88,0.0,1,1,1,1,1,1
8043248-43.2025.8.10.9713,MA,Não reconhece operação,Golpe,Êxito,Extinção,14463.68,0.0,1,1,1,1,1,1
3560341-69.2025.8.18.7948,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22971.97,8074.15,1,0,0,1,1,1
3092868-14.2025.8.17.3146,PE,Não reconhece operação,Genérico,Êxito,Extinção,16958.58,0.0,1,1,0,1,1,1
3660969-24.2025.8.08.7186,ES,Não reconhece operação,Golpe,Êxito,Improcedência,25503.44,0.0,1,1,1,0,0,1
1321910-52.2025.8.01.8109,AC,Não reconhece operação,Genérico,Êxito,Improcedência,16352.43,0.0,1,1,1,1,0,1
5829193-75.2025.8.05.7958,BA,Não reconhece operação,Golpe,Êxito,Extinção,11774.12,0.0,1,1,1,1,0,1
8100927-81.2025.8.26.1040,SP,Não reconhece operação,Genérico,Êxito,Improcedência,12119.02,0.0,1,0,1,1,1,1
7007690-83.2025.8.12.8141,MS,Não reconhece operação,Golpe,Êxito,Improcedência,15284.49,0.0,1,1,1,0,1,1
6169144-74.2025.8.14.8914,PA,Não reconhece operação,Golpe,Êxito,Improcedência,4965.76,0.0,1,1,1,1,0,1
6636960-89.2025.8.11.9878,MT,Não reconhece operação,Genérico,Êxito,Improcedência,12651.5,0.0,1,1,0,1,1,1
7486543-39.2025.8.23.3383,RR,Não reconhece operação,Golpe,Não Êxito,Procedência,12760.39,11217.0,1,0,1,0,1,1
5676188-67.2025.8.02.4679,AL,Não reconhece operação,Golpe,Êxito,Extinção,16158.8,0.0,1,1,0,1,1,1
7187071-94.2025.8.04.0229,AM,Não reconhece operação,Golpe,Êxito,Improcedência,24510.38,0.0,1,1,1,1,1,1
3164548-70.2025.8.08.5737,ES,Não reconhece operação,Golpe,Êxito,Improcedência,15251.17,0.0,1,1,1,1,1,0
5530063-10.2025.8.14.1710,PA,Não reconhece operação,Genérico,Não Êxito,Procedência,5548.02,1881.85,0,1,0,0,0,1
1216067-67.2025.8.19.8020,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10497.8,6088.38,0,1,1,0,1,1
9927736-73.2025.8.14.3946,PA,Não reconhece operação,Golpe,Êxito,Improcedência,16269.2,0.0,1,1,1,1,1,1
6112258-83.2025.8.12.0713,MS,Não reconhece operação,Golpe,Êxito,Extinção,15438.5,0.0,0,1,0,0,1,1
3070059-58.2025.8.26.0817,SP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,22953.13,9631.7,0,0,0,0,1,1
3615098-30.2025.8.05.6020,BA,Não reconhece operação,Golpe,Êxito,Improcedência,19693.14,0.0,1,1,0,1,1,1
8993424-45.2025.8.17.2942,PE,Não reconhece operação,Golpe,Êxito,Improcedência,19546.12,0.0,0,0,1,1,1,0
8571224-67.2025.8.15.0438,PB,Não reconhece operação,Genérico,Êxito,Extinção,13916.76,0.0,1,1,1,1,1,1
4983261-11.2025.8.11.1127,MT,Não reconhece operação,Golpe,Êxito,Extinção,20375.4,0.0,1,1,1,1,1,1
2085409-72.2025.8.23.1739,RR,Não reconhece operação,Genérico,Êxito,Extinção,10586.04,0.0,1,1,0,1,1,1
2383968-43.2025.8.08.2646,ES,Não reconhece operação,Golpe,Êxito,Improcedência,19733.45,0.0,1,1,0,0,1,1
5663965-98.2025.8.26.4515,SP,Não reconhece operação,Golpe,Êxito,Improcedência,13596.41,0.0,1,1,1,1,1,0
2653492-69.2025.8.09.8804,GO,Não reconhece operação,Golpe,Êxito,Improcedência,7877.13,0.0,0,1,0,1,1,1
5484411-86.2025.8.15.0819,PB,Não reconhece operação,Genérico,Êxito,Extinção,17893.11,0.0,1,1,1,1,1,0
4722149-62.2025.8.15.6531,PB,Não reconhece operação,Golpe,Êxito,Improcedência,21839.71,0.0,1,1,1,1,1,1
4540294-17.2025.8.21.0764,RS,Não reconhece operação,Golpe,Êxito,Improcedência,12987.06,0.0,1,1,1,1,1,1
7939103-83.2025.8.12.5311,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22650.41,16653.63,1,0,1,1,1,1
1613679-80.2025.8.08.7575,ES,Não reconhece operação,Golpe,Êxito,Improcedência,6856.76,0.0,0,1,0,1,1,1
3731013-46.2025.8.01.8340,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9109.72,7315.64,0,1,0,1,1,1
1292288-77.2025.8.10.4270,MA,Não reconhece operação,Golpe,Êxito,Improcedência,14262.23,0.0,1,1,1,1,1,1
4936044-80.2025.8.21.6467,RS,Não reconhece operação,Golpe,Êxito,Improcedência,13162.92,0.0,1,1,1,0,1,1
7551293-72.2025.8.01.4834,AC,Não reconhece operação,Golpe,Êxito,Improcedência,11708.68,0.0,1,1,1,1,1,1
4013830-17.2025.8.25.7612,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15638.13,0.0,1,1,1,1,1,1
1797118-19.2025.8.15.3041,PB,Não reconhece operação,Golpe,Êxito,Extinção,12388.49,0.0,0,1,1,1,1,1
5865972-72.2025.8.03.1758,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13220.76,13220.76,0,1,1,1,0,1
9346627-70.2025.8.09.6199,GO,Não reconhece operação,Golpe,Êxito,Improcedência,16348.38,0.0,1,1,1,1,1,1
9986550-42.2025.8.15.9752,PB,Não reconhece operação,Golpe,Êxito,Improcedência,11706.7,0.0,1,1,1,1,1,1
2102243-81.2025.8.09.5210,GO,Não reconhece operação,Golpe,Êxito,Improcedência,14461.98,0.0,1,0,1,1,1,1
5642725-41.2025.8.04.2273,AM,Não reconhece operação,Golpe,Êxito,Improcedência,11814.64,0.0,1,1,0,0,1,1
3759750-89.2025.8.16.7020,PR,Não reconhece operação,Golpe,Êxito,Improcedência,9066.41,0.0,1,1,1,1,0,1
8367482-52.2025.8.19.4376,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,18729.55,0.0,1,1,1,0,0,0
6412424-42.2025.8.03.2443,AP,Não reconhece operação,Genérico,Êxito,Improcedência,23362.06,0.0,1,1,1,1,0,1
6378048-74.2025.8.08.4187,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20205.87,18066.85,0,1,0,1,1,1
6964296-74.2025.8.07.9911,DF,Não reconhece operação,Genérico,Êxito,Improcedência,16609.87,0.0,1,1,1,1,0,1
7378411-76.2025.8.16.8173,PR,Não reconhece operação,Golpe,Êxito,Extinção,11834.32,0.0,1,1,1,0,1,1
2552781-54.2025.8.20.4353,RN,Não reconhece operação,Genérico,Êxito,Improcedência,13574.33,0.0,1,1,0,1,0,1
8317727-26.2025.8.20.1918,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20168.82,16155.1,1,1,0,0,1,1
2145173-22.2025.8.26.5640,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,3787.31,2233.65,1,0,1,1,0,1
8362624-37.2025.8.22.4162,RO,Não reconhece operação,Golpe,Êxito,Improcedência,13199.73,0.0,1,1,1,0,1,0
1517752-31.2025.8.09.3100,GO,Não reconhece operação,Genérico,Êxito,Extinção,18584.38,0.0,1,1,0,0,1,0
9218716-69.2025.8.04.6354,AM,Não reconhece operação,Golpe,Êxito,Improcedência,9396.84,0.0,1,1,1,0,0,1
2254461-64.2025.8.18.5775,PI,Não reconhece operação,Golpe,Êxito,Extinção,17059.69,0.0,1,1,1,1,1,1
2547630-76.2025.8.25.5887,SE,Não reconhece operação,Golpe,Êxito,Improcedência,16832.02,0.0,1,1,1,0,0,0
9209094-36.2025.8.27.8075,TO,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,7846.02,5735.71,1,0,1,1,1,1
3296998-41.2025.8.07.2309,DF,Não reconhece operação,Golpe,Êxito,Improcedência,15408.98,0.0,1,1,0,1,1,1
8285761-34.2025.8.07.3948,DF,Não reconhece operação,Golpe,Êxito,Improcedência,11952.49,0.0,1,1,0,1,1,0
2076988-81.2025.8.02.4037,AL,Não reconhece operação,Golpe,Êxito,Improcedência,17023.92,0.0,1,1,1,1,1,1
6582963-71.2025.8.03.7065,AP,Não reconhece operação,Genérico,Êxito,Improcedência,18268.74,0.0,0,1,0,1,1,1
1298260-49.2025.8.15.6151,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16939.72,8854.89,0,1,1,1,1,0
9525988-43.2025.8.15.3135,PB,Não reconhece operação,Golpe,Êxito,Improcedência,15338.39,0.0,1,0,0,1,1,1
3380161-94.2025.8.13.0425,MG,Não reconhece operação,Genérico,Êxito,Improcedência,16399.64,0.0,1,1,1,1,1,0
1765012-90.2025.8.09.5449,GO,Não reconhece operação,Golpe,Êxito,Extinção,9211.43,0.0,1,1,1,1,1,1
3882320-10.2025.8.21.0222,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14831.3,11528.57,0,1,0,0,0,1
7322586-42.2025.8.11.7903,MT,Não reconhece operação,Golpe,Êxito,Improcedência,11073.98,0.0,1,1,1,0,0,0
6880305-68.2025.8.23.0140,RR,Não reconhece operação,Golpe,Êxito,Improcedência,20043.78,0.0,0,1,1,0,1,1
5015051-45.2025.8.27.9932,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18334.73,13454.1,1,1,1,0,1,0
1931745-96.2025.8.09.2355,GO,Não reconhece operação,Golpe,Êxito,Improcedência,18320.81,0.0,1,1,0,1,1,1
2181407-80.2025.8.06.9003,CE,Não reconhece operação,Genérico,Êxito,Improcedência,23390.02,0.0,1,1,1,1,1,1
6417553-90.2025.8.26.9320,SP,Não reconhece operação,Genérico,Êxito,Extinção,13363.05,0.0,1,1,0,1,0,1
1367468-69.2025.8.16.4841,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12288.3,9985.08,0,0,0,1,1,1
1280671-44.2025.8.08.3661,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13247.12,7105.17,1,1,0,1,1,0
4679609-44.2025.8.18.9540,PI,Não reconhece operação,Golpe,Êxito,Improcedência,7120.28,0.0,1,1,1,0,1,0
3407698-89.2025.8.14.8308,PA,Não reconhece operação,Genérico,Êxito,Extinção,7506.22,0.0,1,1,0,1,1,1
8690735-27.2025.8.25.1407,SE,Não reconhece operação,Golpe,Êxito,Improcedência,18029.84,0.0,1,1,1,0,0,0
9780413-76.2025.8.07.4298,DF,Não reconhece operação,Golpe,Êxito,Improcedência,8136.47,0.0,1,1,0,1,1,1
5340166-16.2025.8.27.4584,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,9707.77,9183.97,1,1,0,0,1,0
3164367-51.2025.8.26.9545,SP,Não reconhece operação,Golpe,Êxito,Improcedência,14483.07,0.0,1,1,1,1,1,1
8975204-86.2025.8.05.3410,BA,Não reconhece operação,Golpe,Êxito,Extinção,12959.46,0.0,1,1,0,0,1,1
6622714-29.2025.8.05.6894,BA,Não reconhece operação,Genérico,Êxito,Improcedência,19327.94,0.0,0,1,1,1,1,1
5846755-49.2025.8.15.2270,PB,Não reconhece operação,Golpe,Êxito,Improcedência,15278.87,0.0,1,1,1,1,0,1
7078271-16.2025.8.02.5346,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,11064.24,7950.6,0,0,1,1,1,0
6526533-77.2025.8.09.5038,GO,Não reconhece operação,Golpe,Êxito,Extinção,19749.84,0.0,0,1,1,1,1,1
3966244-24.2025.8.12.1133,MS,Não reconhece operação,Genérico,Êxito,Improcedência,18558.25,0.0,1,1,0,1,1,0
7146927-81.2025.8.27.8158,TO,Não reconhece operação,Genérico,Êxito,Extinção,8058.73,0.0,1,1,0,1,0,1
3232135-57.2025.8.27.7979,TO,Não reconhece operação,Genérico,Êxito,Improcedência,16220.02,0.0,0,1,1,1,1,1
3177254-41.2025.8.05.3464,BA,Não reconhece operação,Golpe,Êxito,Extinção,11473.43,0.0,1,1,0,0,1,1
1635458-80.2025.8.25.9178,SE,Não reconhece operação,Golpe,Êxito,Extinção,11344.08,0.0,1,1,0,1,1,1
8704148-77.2025.8.04.3304,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24155.6,21591.29,1,0,0,1,1,0
8519836-98.2025.8.22.0524,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15591.97,0.0,1,1,1,0,0,1
3459224-75.2025.8.21.7361,RS,Não reconhece operação,Golpe,Êxito,Improcedência,13914.77,0.0,1,1,1,1,0,1
8198775-81.2025.8.25.5762,SE,Não reconhece operação,Genérico,Não Êxito,Procedência,15399.03,10769.03,0,1,0,0,0,1
2864416-29.2025.8.07.6297,DF,Não reconhece operação,Genérico,Êxito,Extinção,19271.95,0.0,1,1,1,1,1,0
9586320-72.2025.8.25.6841,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11539.53,6854.84,0,1,1,1,1,0
5736019-61.2025.8.03.1912,AP,Não reconhece operação,Golpe,Êxito,Improcedência,12377.4,0.0,1,1,1,1,0,0
3702155-85.2025.8.15.5822,PB,Não reconhece operação,Genérico,Êxito,Improcedência,18204.37,0.0,1,1,1,1,1,1
4241196-93.2025.8.11.3008,MT,Não reconhece operação,Genérico,Êxito,Improcedência,7541.52,0.0,1,1,1,1,1,0
9769080-31.2025.8.09.8486,GO,Não reconhece operação,Golpe,Êxito,Extinção,19843.75,0.0,1,1,1,0,1,1
5543106-59.2025.8.01.0908,AC,Não reconhece operação,Golpe,Não Êxito,Procedência,7105.84,6237.02,1,1,0,1,1,0
7114542-41.2025.8.22.1549,RO,Não reconhece operação,Genérico,Êxito,Extinção,13776.26,0.0,1,1,0,0,1,1
1268076-47.2025.8.10.5503,MA,Não reconhece operação,Golpe,Êxito,Improcedência,7136.98,0.0,1,1,1,1,0,1
7836042-40.2025.8.16.6020,PR,Não reconhece operação,Golpe,Êxito,Improcedência,9799.34,0.0,1,1,1,1,1,1
5223751-93.2025.8.12.8124,MS,Não reconhece operação,Genérico,Êxito,Improcedência,21349.63,0.0,1,1,0,0,1,1
3423572-77.2025.8.13.3452,MG,Não reconhece operação,Genérico,Êxito,Improcedência,20107.18,0.0,1,1,1,0,0,1
3468400-62.2025.8.24.4658,SC,Não reconhece operação,Genérico,Êxito,Extinção,20631.54,0.0,1,1,0,1,1,1
8822998-54.2025.8.04.3481,AM,Não reconhece operação,Genérico,Êxito,Improcedência,7872.24,0.0,1,1,1,1,1,1
6609469-68.2025.8.20.0512,RN,Não reconhece operação,Golpe,Êxito,Improcedência,9824.83,0.0,1,1,1,1,1,0
4551280-95.2025.8.22.0003,RO,Não reconhece operação,Golpe,Êxito,Improcedência,16649.89,0.0,1,1,1,1,1,1
3464732-98.2025.8.13.0873,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,18492.14,8511.43,1,0,1,0,1,1
7024651-34.2025.8.08.6409,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,11059.11,9393.5,1,0,0,1,1,1
1584637-12.2025.8.01.0317,AC,Não reconhece operação,Golpe,Êxito,Improcedência,12141.52,0.0,1,1,1,1,1,1
3386012-36.2025.8.26.8929,SP,Não reconhece operação,Golpe,Êxito,Improcedência,9430.86,0.0,1,1,0,1,1,1
7132610-79.2025.8.26.3536,SP,Não reconhece operação,Golpe,Êxito,Improcedência,23118.93,0.0,1,1,0,1,1,1
8811126-94.2025.8.07.4305,DF,Não reconhece operação,Genérico,Êxito,Improcedência,12651.66,0.0,1,1,0,1,1,1
8018508-90.2025.8.01.3880,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15135.74,15135.74,0,1,0,1,1,1
6916510-27.2025.8.03.9182,AP,Não reconhece operação,Golpe,Êxito,Improcedência,15392.62,0.0,0,1,1,1,1,1
3203327-45.2025.8.02.0734,AL,Não reconhece operação,Golpe,Êxito,Improcedência,20407.29,0.0,1,1,1,0,1,1
3637305-72.2025.8.21.4966,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10308.6,9021.49,1,1,0,0,0,1
9692951-63.2025.8.25.1739,SE,Não reconhece operação,Genérico,Êxito,Extinção,20714.66,0.0,1,1,1,1,1,1
2044559-98.2025.8.05.3245,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,8707.72,7891.66,0,1,1,1,0,1
9391412-85.2025.8.22.3886,RO,Não reconhece operação,Golpe,Êxito,Extinção,20702.19,0.0,1,1,1,0,1,1
6998904-12.2025.8.05.9013,BA,Não reconhece operação,Genérico,Êxito,Extinção,6565.5,0.0,1,0,1,0,1,1
5032329-91.2025.8.10.4277,MA,Não reconhece operação,Golpe,Êxito,Extinção,14469.16,0.0,1,1,0,0,1,0
7717214-53.2025.8.18.6159,PI,Não reconhece operação,Golpe,Êxito,Improcedência,22957.95,0.0,1,1,1,1,1,1
2334246-55.2025.8.20.5359,RN,Não reconhece operação,Golpe,Êxito,Improcedência,18403.51,0.0,1,1,0,1,1,1
9960084-15.2025.8.24.7096,SC,Não reconhece operação,Golpe,Êxito,Improcedência,17049.16,0.0,1,1,0,0,1,0
9137331-65.2025.8.02.2651,AL,Não reconhece operação,Golpe,Êxito,Improcedência,9837.79,0.0,1,1,1,1,0,1
9589308-85.2025.8.06.4654,CE,Não reconhece operação,Golpe,Êxito,Improcedência,11376.64,0.0,1,1,0,1,0,1
2149165-97.2025.8.08.6833,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,21578.92,14765.66,0,0,1,1,0,1
3848536-35.2025.8.09.2121,GO,Não reconhece operação,Golpe,Êxito,Extinção,17299.89,0.0,0,1,1,1,1,1
1428699-19.2025.8.27.5444,TO,Não reconhece operação,Golpe,Êxito,Improcedência,19350.5,0.0,1,1,1,1,1,1
1224124-51.2025.8.22.6749,RO,Não reconhece operação,Golpe,Êxito,Extinção,15344.29,0.0,1,1,1,1,1,1
